,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName_Yes,HasName_No,Age_in_Months,Colors,Breeds
357,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Purebreed
358,Adoption,0,0,0,1,0,1,0,1,0,7.0,BiColor,Mix
359,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
360,Transfer,0,0,0,1,0,0,1,1,0,84.0,BiColor,Purebreed
361,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
362,Euthanasia,0,0,1,0,0,1,0,1,0,144.0,BiColor,Mix
363,Transfer,1,0,0,0,0,0,1,1,0,36.0,Tricolor,Mix
364,Transfer,0,0,0,1,0,1,0,1,0,3.0,BiColor,Mix
365,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
366,Return_to_owner,1,0,0,0,0,0,1,1,0,144.0,Yellow,Mix
367,Adoption,0,0,0,1,0,0,1,1,0,12.0,Black,Mix
368,Transfer,0,0,1,0,0,0,1,0,1,36.0,Yellow,Mix
369,Adoption,0,0,0,1,0,1,0,1,0,1.0,Calico,Mix
370,Transfer,0,0,0,0,1,0,1,0,1,0.0,White,Mix
371,Return_to_owner,0,0,0,1,0,0,1,1,0,9.0,Tricolor,Mix
372,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
373,Euthanasia,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
374,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,White,Mix
375,Transfer,0,0,1,0,0,0,1,1,0,4.0,Blue,Mix
376,Adoption,0,0,1,0,0,1,0,1,0,120.0,Tabby,Mix
377,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,Tan,Mix
378,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
379,Adoption,0,0,1,0,0,0,1,1,0,60.0,BiColor,Mix
380,Adoption,0,0,1,0,0,1,0,1,0,5.0,Other,Mix
381,Adoption,0,0,1,0,0,1,0,0,1,12.0,BiColor,Mix
382,Transfer,0,1,0,0,0,0,1,1,0,12.0,BiColor,Purebreed
383,Transfer,0,0,1,0,0,1,0,1,0,4.0,Black,Mix
384,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
385,Euthanasia,0,1,0,0,0,0,1,1,0,36.0,BiColor,Mix
386,Transfer,0,1,0,0,0,1,0,0,1,1.0,Blue,Purebreed
387,Transfer,0,0,0,0,1,1,0,0,1,0.75,BiColor,Mix
388,Transfer,1,0,0,0,0,1,0,0,1,0.75,Tortie,Mix
389,Transfer,0,0,0,1,0,0,1,1,0,24.0,Black,Purebreed
390,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
391,Transfer,0,1,0,0,0,1,0,0,1,0.5,Tabby,Mix
392,Adoption,0,0,1,0,0,0,1,0,1,24.0,BiColor,Mix
393,Return_to_owner,0,1,0,0,0,0,1,1,0,9.0,BiColor,Hybrid
394,Adoption,0,0,1,0,0,0,1,1,0,36.0,Brown,Hybrid
395,Euthanasia,1,0,0,0,0,1,0,1,0,1.0,Tortie,Mix
396,Adoption,0,0,1,0,0,0,1,1,0,24.0,Tricolor,Hybrid
397,Transfer,0,0,1,0,0,1,0,0,1,24.0,Tabby,Mix
398,Transfer,0,0,1,0,0,0,1,0,1,4.0,BiColor,Mix
399,Return_to_owner,0,1,0,0,0,0,1,1,0,36.0,Brown Brindle,Purebreed
400,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
401,Transfer,0,1,0,0,0,1,0,1,0,1.0,BiColor,Mix
402,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
403,Transfer,0,0,1,0,0,0,1,0,1,2.0,BiColor,Mix
404,Return_to_owner,0,0,0,1,0,0,1,1,0,108.0,Brown,Purebreed
405,Adoption,0,0,1,0,0,0,1,1,0,24.0,Brown,Mix
406,Adoption,0,0,0,1,0,0,1,1,0,6.0,BiColor,Mix
407,Adoption,0,0,1,0,0,0,1,0,1,3.0,Tricolor,Hybrid
408,Adoption,0,0,1,0,0,0,1,1,0,1.0,BiColor,Hybrid
409,Transfer,1,0,0,0,0,0,1,1,0,12.0,BiColor,Mix
410,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
411,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
412,Adoption,0,1,0,0,0,1,0,1,0,2.0,Other,Mix
413,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
414,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
415,Adoption,0,0,1,0,0,0,1,0,1,2.0,BiColor,Mix
416,Euthanasia,0,0,0,1,0,1,0,1,0,144.0,Tortie,Mix
417,Transfer,0,0,1,0,0,1,0,0,1,24.0,Blue,Mix
418,Euthanasia,1,0,0,0,0,0,1,1,0,8.0,Black,Mix
419,Euthanasia,1,0,0,0,0,1,0,1,0,120.0,BiColor,Mix
420,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
421,Adoption,0,0,1,0,0,0,1,1,0,3.0,BiColor,Mix
422,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
423,Transfer,1,0,0,0,0,1,0,0,1,24.0,Tortie,Mix
424,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
425,Adoption,0,0,0,1,0,1,0,1,0,3.0,Other,Mix
426,Adoption,0,0,0,1,0,0,1,0,1,84.0,White,Mix
427,Adoption,0,0,0,1,0,0,1,1,0,24.0,Brown,Mix
428,Return_to_owner,1,0,0,0,0,0,1,1,0,4.0,BiColor,Mix
429,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
430,Adoption,0,0,1,0,0,1,0,1,0,3.0,BiColor,Mix
431,Transfer,0,0,0,1,0,1,0,1,0,24.0,BiColor,Mix
432,Adoption,0,0,0,1,0,1,0,1,0,6.0,BiColor,Mix
433,Transfer,1,0,0,0,0,1,0,0,1,0.0,Torbie,Mix
434,Adoption,0,0,0,1,0,1,0,0,1,3.0,Tabby,Mix
435,Adoption,0,0,0,1,0,1,0,1,0,5.0,Other,Mix
436,Transfer,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
437,Transfer,1,0,0,0,0,1,0,1,0,1.0,BiColor,Mix
438,Euthanasia,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
439,Transfer,0,1,0,0,0,0,1,0,1,1.0,BiColor,Mix
440,Return_to_owner,0,0,0,1,0,0,1,0,1,36.0,BiColor,Mix
441,Adoption,0,0,1,0,0,0,1,1,0,36.0,Black,Hybrid
442,Return_to_owner,0,1,0,0,0,0,1,1,0,72.0,Tricolor,Purebreed
443,Adoption,0,1,0,0,0,0,1,1,0,8.0,BiColor,Mix
444,Adoption,0,0,1,0,0,1,0,0,1,4.0,BiColor,Mix
445,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,Yellow,Mix
446,Return_to_owner,0,1,0,0,0,0,1,0,1,1.0,Tricolor,Mix
447,Return_to_owner,0,0,0,1,0,1,0,1,0,2.0,Torbie,Mix
448,Transfer,0,1,0,0,0,0,1,0,1,2.0,BiColor,Mix
449,Euthanasia,0,1,0,0,0,0,1,1,0,12.0,Black,Hybrid
450,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,Black,Mix
451,Return_to_owner,0,0,0,1,0,0,1,1,0,84.0,Tricolor,Hybrid
452,Adoption,0,0,0,1,0,1,0,0,1,2.0,Blue,Mix
453,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
454,Adoption,1,0,0,0,0,1,0,0,1,1.0,Torbie,Mix
455,Adoption,0,0,1,0,0,0,1,1,0,72.0,Buff,Mix
456,Transfer,1,0,0,0,0,0,1,1,0,2.0,BiColor,Mix
457,Euthanasia,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
458,Transfer,0,0,0,0,1,1,0,0,1,0.5,BiColor,Mix
459,Transfer,1,0,0,0,0,1,0,0,1,12.0,BiColor,Mix
460,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
461,Adoption,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
462,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
463,Euthanasia,0,0,1,0,0,1,0,0,1,96.0,Lynx Point,Mix
464,Transfer,0,0,0,0,1,0,1,0,1,0.25,White,Mix
465,Return_to_owner,0,0,1,0,0,0,1,1,0,144.0,White,Mix
466,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
467,Return_to_owner,0,0,0,1,0,0,1,1,0,132.0,Cream,Hybrid
468,Transfer,1,0,0,0,0,1,0,0,1,0.5,BiColor,Mix
469,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
470,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
471,Adoption,0,0,1,0,0,0,1,1,0,24.0,Black,Mix
472,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,Brown,Mix
473,Transfer,0,0,0,0,1,1,0,0,1,0.0,Black,Mix
474,Euthanasia,0,1,0,0,0,1,0,0,1,0.75,BiColor,Mix
475,Adoption,0,0,0,1,0,0,1,0,1,10.0,Tricolor,Mix
476,Return_to_owner,0,0,0,1,0,1,0,1,0,84.0,Tabby,Mix
477,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,BiColor,Mix
478,Return_to_owner,0,1,0,0,0,0,1,1,0,36.0,BiColor,Purebreed
479,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,Black,Hybrid
480,Return_to_owner,0,0,1,0,0,1,0,0,1,24.0,Tabby,Mix
481,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Red,Mix
482,Adoption,0,0,0,1,0,1,0,1,0,5.0,Calico,Mix
483,Transfer,0,0,0,0,1,1,0,0,1,8.0,Black,Mix
484,Adoption,0,1,0,0,0,1,0,1,0,3.0,Tabby,Mix
485,Adoption,0,0,1,0,0,0,1,1,0,12.0,Tan,Mix
486,Adoption,0,0,0,1,0,1,0,1,0,4.0,BiColor,Mix
487,Transfer,0,1,0,0,0,1,0,0,1,12.0,Tabby,Mix
488,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
489,Adoption,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
490,Adoption,0,0,0,1,0,0,1,1,0,8.0,Black,Mix
491,Transfer,1,0,0,0,0,1,0,0,1,12.0,Calico,Mix
492,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,Cream,Mix
493,Transfer,1,0,0,0,0,0,1,0,1,1.0,White,Mix
494,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,Yellow,Mix
495,Adoption,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
496,Adoption,0,0,0,1,0,0,1,1,0,2.0,Tricolor,Mix
497,Transfer,0,1,0,0,0,0,1,1,0,3.0,BiColor,Mix
498,Return_to_owner,1,0,0,0,0,0,1,1,0,120.0,BiColor,Mix
499,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,Tan,Mix
500,Transfer,0,1,0,0,0,1,0,0,1,1.0,Tabby,Mix
501,Transfer,0,0,1,0,0,0,1,1,0,84.0,BiColor,Purebreed
502,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Other,Purebreed
503,Adoption,0,1,0,0,0,1,0,1,0,3.0,Tabby,Mix
504,Return_to_owner,0,0,1,0,0,1,0,1,0,48.0,BiColor,Mix
505,Return_to_owner,1,0,0,0,0,0,1,1,0,36.0,BiColor,Mix
506,Adoption,0,0,1,0,0,0,1,1,0,1.0,BiColor,Mix
507,Transfer,1,0,0,0,0,1,0,0,1,0.5,Tabby,Mix
508,Transfer,0,0,0,0,1,1,0,0,1,0.5,Tabby,Mix
509,Transfer,0,0,0,0,1,1,0,0,1,0.0,Tabby,Mix
510,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
511,Transfer,1,0,0,0,0,1,0,0,1,1.0,Calico,Mix
512,Return_to_owner,0,0,0,1,0,1,0,1,0,96.0,Blue,Mix
513,Transfer,1,0,0,0,0,1,0,1,0,1.0,BiColor,Mix
514,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Purebreed
515,Return_to_owner,0,0,1,0,0,1,0,1,0,4.0,Cream,Mix
516,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,Tricolor,Mix
517,Transfer,0,1,0,0,0,0,1,1,0,24.0,Black,Hybrid
518,Return_to_owner,0,0,0,1,0,0,1,1,0,96.0,Sable,Mix
519,Adoption,0,0,0,1,0,0,1,1,0,36.0,BiColor,Hybrid
520,Adoption,0,0,1,0,0,0,1,1,0,9.0,BiColor,Hybrid
521,Adoption,0,0,1,0,0,1,0,1,0,3.0,BiColor,Mix
522,Euthanasia,0,0,0,0,1,0,1,0,1,108.0,BiColor,Hybrid
523,Adoption,0,0,1,0,0,0,1,1,0,12.0,Brown Brindle,Hybrid
524,Adoption,0,0,0,1,0,1,0,1,0,4.0,Tabby,Mix
525,Euthanasia,0,1,0,0,0,1,0,0,1,48.0,Tabby,Mix
526,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
527,Transfer,0,1,0,0,0,0,1,0,1,0.5,BiColor,Mix
528,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
529,Adoption,0,0,1,0,0,1,0,1,0,120.0,BiColor,Mix
530,Transfer,1,0,0,0,0,1,0,1,0,2.0,Black,Mix
531,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
532,Transfer,0,0,1,0,0,1,0,1,0,72.0,BiColor,Mix
533,Transfer,0,0,0,1,0,0,1,1,0,84.0,BiColor,Hybrid
534,Adoption,0,0,0,1,0,1,0,1,0,2.0,Calico,Mix
535,Adoption,0,0,1,0,0,1,0,1,0,4.0,Tabby,Mix
536,Transfer,0,0,1,0,0,0,1,1,0,60.0,Brown,Mix
537,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
538,Euthanasia,0,0,1,0,0,1,0,0,1,96.0,BiColor,Mix
539,Euthanasia,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
540,Adoption,0,0,1,0,0,1,0,0,1,2.0,Lynx Point,Mix
541,Adoption,0,0,0,1,0,0,1,0,1,4.0,Red,Hybrid
542,Euthanasia,0,0,0,0,1,1,0,0,1,12.0,BiColor,Mix
543,Adoption,0,0,1,0,0,0,1,0,1,2.0,Black,Hybrid
544,Adoption,0,0,1,0,0,1,0,1,0,60.0,BiColor,Mix
545,Transfer,0,0,0,1,0,1,0,0,1,2.0,BiColor,Mix
546,Return_to_owner,0,0,1,0,0,1,0,1,0,36.0,BiColor,Mix
547,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,Tricolor,Mix
548,Adoption,0,0,0,1,0,0,1,0,1,36.0,Tan,Mix
549,Transfer,1,0,0,0,0,1,0,1,0,1.0,Tabby,Mix
550,Adoption,0,0,0,1,0,0,1,1,0,2.0,Black,Mix
551,Adoption,0,0,0,1,0,1,0,1,0,24.0,White,Mix
552,Return_to_owner,0,0,1,0,0,1,0,1,0,48.0,BiColor,Mix
553,Died,0,1,0,0,0,1,0,1,0,0.75,Seal Point,Mix
554,Adoption,0,0,1,0,0,0,1,1,0,84.0,BiColor,Purebreed
555,Transfer,1,0,0,0,0,1,0,1,0,2.0,Tortie,Mix
556,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
557,Transfer,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
558,Transfer,0,0,0,0,1,1,0,0,1,24.0,Tortie,Mix
559,Transfer,1,0,0,0,0,0,1,0,1,1.0,Black,Mix
560,Adoption,0,0,1,0,0,1,0,1,0,36.0,Black,Mix
561,Adoption,0,0,0,1,0,1,0,1,0,3.0,Tabby,Mix
562,Euthanasia,0,1,0,0,0,1,0,0,1,1.0,Tabby,Mix
563,Transfer,1,0,0,0,0,0,1,0,1,1.0,Red,Mix
564,Transfer,0,0,0,1,0,0,1,1,0,5.0,BiColor,Mix
565,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
566,Died,0,1,0,0,0,1,0,0,1,1.0,Tabby,Mix
567,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
568,Adoption,0,0,0,1,0,0,1,1,0,144.0,Tricolor,Mix
569,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Purebreed
570,Return_to_owner,0,1,0,0,0,0,1,1,0,9.0,BiColor,Mix
571,Return_to_owner,0,0,0,1,0,0,1,1,0,108.0,BiColor,Mix
572,Adoption,0,0,0,1,0,0,1,1,0,24.0,Buff,Mix
573,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
574,Adoption,0,0,0,1,0,0,1,1,0,5.0,BiColor,Mix
575,Adoption,0,0,0,1,0,0,1,1,0,4.0,BiColor,Mix
576,Transfer,0,0,0,0,1,1,0,0,1,0.5,BiColor,Mix
577,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
578,Transfer,0,0,1,0,0,1,0,0,1,0.5,Tabby,Mix
579,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
580,Adoption,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
581,Transfer,0,1,0,0,0,1,0,0,1,0.75,BiColor,Mix
582,Transfer,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
583,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
584,Transfer,0,0,1,0,0,1,0,1,0,144.0,Black,Mix
585,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
586,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
587,Return_to_owner,1,0,0,0,0,0,1,1,0,36.0,BiColor,Mix
588,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Hybrid
589,Euthanasia,0,1,0,0,0,0,1,1,0,36.0,BiColor,Mix
590,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
591,Adoption,0,0,1,0,0,0,1,1,0,8.0,BiColor,Hybrid
592,Adoption,0,0,1,0,0,1,0,1,0,120.0,BiColor,Mix
593,Transfer,1,0,0,0,0,0,1,0,1,1.0,BiColor,Mix
594,Adoption,0,0,0,1,0,0,1,1,0,12.0,Other,Mix
595,Adoption,0,0,1,0,0,0,1,1,0,72.0,Sable,Mix
596,Adoption,0,0,0,1,0,1,0,1,0,36.0,Tabby,Mix
597,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
598,Return_to_owner,0,0,0,1,0,0,1,1,0,6.0,BiColor,Mix
599,Adoption,1,0,0,0,0,0,1,1,0,12.0,BiColor,Mix
600,Transfer,1,0,0,0,0,0,1,0,1,0.5,BiColor,Mix
601,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
602,Transfer,0,0,0,0,1,1,0,0,1,0.75,BiColor,Mix
603,Transfer,0,1,0,0,0,1,0,0,1,5.0,Black,Mix
604,Transfer,1,0,0,0,0,1,0,0,1,12.0,Tortie,Mix
605,Transfer,0,0,0,1,0,0,1,1,0,12.0,Other,Hybrid
606,Return_to_owner,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
607,Adoption,0,0,1,0,0,0,1,0,1,2.0,Tan,Hybrid
608,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
609,Euthanasia,0,1,0,0,0,0,1,0,1,120.0,BiColor,Purebreed
610,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
611,Adoption,0,0,1,0,0,0,1,1,0,3.0,BiColor,Mix
612,Transfer,0,0,0,0,1,1,0,0,1,0.5,White,Mix
613,Transfer,0,0,0,0,1,1,0,0,1,0.5,Tabby,Mix
614,Adoption,0,0,0,1,0,0,1,0,1,12.0,BiColor,Mix
615,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,Black,Mix
616,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
617,Transfer,1,0,0,0,0,0,1,1,0,24.0,White,Mix
618,Return_to_owner,0,0,1,0,0,0,1,1,0,144.0,Other,Mix
619,Transfer,0,1,0,0,0,1,0,0,1,1.0,White,Mix
620,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
621,Euthanasia,0,0,1,0,0,0,1,0,1,12.0,BiColor,Mix
622,Adoption,0,0,0,1,0,1,0,1,0,2.0,Calico,Mix
623,Transfer,1,0,0,0,0,1,0,0,1,1.0,Calico,Mix
624,Adoption,0,0,0,1,0,0,1,0,1,2.0,BiColor,Mix
625,Euthanasia,0,1,0,0,0,0,1,0,1,1.0,Tricolor,Mix
626,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
627,Transfer,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
628,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
629,Adoption,0,0,1,0,0,0,1,1,0,1.0,BiColor,Hybrid
630,Transfer,1,0,0,0,0,0,1,0,1,1.0,Brown,Mix
631,Adoption,0,0,1,0,0,1,0,0,1,2.0,Lynx Point,Mix
632,Transfer,0,1,0,0,0,1,0,0,1,12.0,Black,Mix
633,Transfer,0,0,1,0,0,1,0,1,0,24.0,Tabby,Mix
634,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
635,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,White,Mix
636,Adoption,0,0,1,0,0,0,1,1,0,4.0,BiColor,Mix
637,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
638,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
639,Adoption,0,0,1,0,0,1,0,1,0,7.0,BiColor,Mix
640,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
641,Adoption,0,0,1,0,0,0,1,0,1,36.0,BiColor,Mix
642,Transfer,0,1,0,0,0,0,1,1,0,6.0,BiColor,Hybrid
643,Return_to_owner,1,0,0,0,0,0,1,1,0,36.0,BiColor,Mix
644,Transfer,0,0,0,1,0,0,1,1,0,12.0,Brown Brindle,Mix
645,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
646,Transfer,0,1,0,0,0,0,1,1,0,10.0,Other,Mix
647,Transfer,1,0,0,0,0,0,1,1,0,2.0,BiColor,Hybrid
648,Adoption,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
649,Adoption,0,0,1,0,0,0,1,1,0,2.0,Sable,Mix
650,Euthanasia,0,0,0,1,0,1,0,1,0,120.0,Calico,Mix
651,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
652,Adoption,0,0,1,0,0,0,1,1,0,4.0,BiColor,Mix
653,Adoption,0,0,0,1,0,1,0,1,0,12.0,White,Mix
654,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,White,Hybrid
655,Adoption,0,0,0,1,0,0,1,1,0,6.0,Black,Mix
656,Transfer,0,0,0,1,0,1,0,1,0,36.0,BiColor,Mix
657,Adoption,0,0,0,1,0,0,1,0,1,2.0,Black,Mix
658,Transfer,0,0,0,0,1,1,0,0,1,12.0,BiColor,Mix
659,Transfer,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
660,Adoption,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
661,Adoption,0,0,0,1,0,1,0,1,0,12.0,Lynx Point,Mix
662,Euthanasia,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
663,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Brown,Mix
664,Adoption,0,0,0,1,0,1,0,1,0,6.0,Tabby,Mix
665,Transfer,0,1,0,0,0,1,0,1,0,1.0,Tabby,Mix
666,Transfer,0,1,0,0,0,1,0,0,1,1.0,Tabby,Mix
667,Adoption,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
668,Adoption,1,0,0,0,0,1,0,1,0,2.0,BiColor,Mix
669,Adoption,0,0,0,1,0,0,1,1,0,8.0,BiColor,Mix
670,Euthanasia,0,0,1,0,0,1,0,1,0,144.0,BiColor,Mix
671,Euthanasia,0,0,0,1,0,0,1,1,0,144.0,BiColor,Mix
672,Transfer,1,0,0,0,0,1,0,0,1,0.75,BiColor,Mix
673,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,Black,Hybrid
674,Euthanasia,1,0,0,0,0,1,0,1,0,1.0,Tabby,Mix
675,Adoption,0,0,0,1,0,0,1,1,0,60.0,White,Mix
676,Transfer,1,0,0,0,0,0,1,0,1,96.0,Brown,Mix
677,Transfer,0,0,0,1,0,0,1,1,0,96.0,Tan,Mix
678,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
679,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
680,Euthanasia,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
681,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
682,Transfer,1,0,0,0,0,1,0,0,1,1.0,Black,Mix
683,Transfer,1,0,0,0,0,1,0,1,0,24.0,BiColor,Mix
684,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
685,Adoption,0,0,1,0,0,1,0,1,0,48.0,Black,Mix
686,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
687,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
688,Adoption,0,0,0,1,0,0,1,1,0,60.0,Tricolor,Mix
689,Adoption,0,0,0,1,0,1,0,1,0,5.0,BiColor,Mix
690,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
691,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
692,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
693,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
694,Transfer,1,0,0,0,0,1,0,1,0,1.0,Black,Mix
695,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,Other,Mix
696,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
697,Adoption,0,0,1,0,0,1,0,0,1,2.0,Blue,Mix
698,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
699,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
700,Transfer,0,1,0,0,0,0,1,1,0,5.0,BiColor,Mix
701,Transfer,0,0,0,1,0,1,0,1,0,60.0,BiColor,Mix
702,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
703,Return_to_owner,0,0,1,0,0,0,1,1,0,3.0,BiColor,Mix
704,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
705,Euthanasia,0,0,1,0,0,1,0,1,0,180.0,Other,Mix
706,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,BiColor,Hybrid
707,Transfer,1,0,0,0,0,1,0,0,1,12.0,Calico,Mix
708,Adoption,0,0,0,1,0,1,0,1,0,3.0,BiColor,Mix
709,Adoption,0,0,1,0,0,1,0,1,0,12.0,Tabby,Mix
710,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
711,Transfer,0,1,0,0,0,1,0,1,0,1.0,Blue,Mix
712,Return_to_owner,0,1,0,0,0,0,1,1,0,2.0,Other,Mix
713,Transfer,1,0,0,0,0,1,0,0,1,0.75,Calico,Mix
714,Transfer,0,0,0,1,0,1,0,1,0,3.0,BiColor,Mix
