,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName,Age_in_Months,Adopted_Month,Adopted_Time,Colors,Breeds
367,Adoption,0,0,0,1,0,0,1,1,12.0,3,10,2292,22298
368,Transfer,0,0,1,0,0,0,1,0,36.0,8,16,2772,22298
369,Adoption,0,0,0,1,0,1,0,1,1.0,5,17,517,22298
370,Transfer,0,0,0,0,1,0,1,0,0.0,3,9,932,22298
371,Return_to_owner,0,0,0,1,0,0,1,1,9.0,11,17,2772,22298
372,Adoption,0,0,0,1,0,1,0,1,2.0,11,18,13924,22298
373,Euthanasia,0,0,1,0,0,0,1,1,24.0,6,17,13924,3040
374,Return_to_owner,0,0,1,0,0,0,1,1,84.0,12,17,932,22298
375,Transfer,0,0,1,0,0,0,1,1,4.0,3,16,2772,22298
376,Adoption,0,0,1,0,0,1,0,1,120.0,5,15,3212,22298
377,Return_to_owner,0,0,0,1,0,0,1,1,60.0,2,4,628,22298
378,Adoption,0,0,0,1,0,0,1,1,24.0,3,13,13924,3040
379,Adoption,0,0,1,0,0,0,1,1,60.0,9,15,13924,22298
380,Adoption,0,0,1,0,0,1,0,1,5.0,10,17,532,22298
381,Adoption,0,0,1,0,0,1,0,0,12.0,4,18,13924,22298
382,Transfer,0,1,0,0,0,0,1,1,12.0,11,12,13924,1391
383,Transfer,0,0,1,0,0,1,0,1,4.0,12,13,2292,22298
384,Transfer,0,0,0,1,0,0,1,1,24.0,2,5,13924,3040
385,Euthanasia,0,1,0,0,0,0,1,1,36.0,4,9,13924,22298
386,Transfer,0,1,0,0,0,1,0,0,1.0,4,17,2772,1391
387,Transfer,0,0,0,0,1,1,0,0,0.75,5,18,13924,22298
388,Transfer,1,0,0,0,0,1,0,0,0.75,6,12,530,22298
389,Transfer,0,0,0,1,0,0,1,1,24.0,7,13,2292,1391
390,Adoption,0,0,1,0,0,0,1,1,12.0,11,10,13924,22298
391,Transfer,0,1,0,0,0,1,0,0,0.5,8,17,3212,22298
392,Adoption,0,0,1,0,0,0,1,0,24.0,10,5,13924,22298
393,Return_to_owner,0,1,0,0,0,0,1,1,9.0,10,12,13924,3040
394,Adoption,0,0,1,0,0,0,1,1,36.0,1,15,639,3040
395,Euthanasia,1,0,0,0,0,1,0,1,1.0,6,9,530,22298
396,Adoption,0,0,1,0,0,0,1,1,24.0,2,14,2772,3040
397,Transfer,0,0,1,0,0,1,0,0,24.0,1,1,3212,22298
398,Transfer,0,0,1,0,0,0,1,0,4.0,7,18,13924,22298
399,Return_to_owner,0,1,0,0,0,0,1,1,36.0,10,17,2772,1391
400,Transfer,0,0,1,0,0,0,1,1,12.0,12,10,13924,22298
401,Transfer,0,1,0,0,0,1,0,1,1.0,9,18,13924,22298
402,Adoption,0,0,0,1,0,0,1,1,12.0,5,13,13924,22298
403,Transfer,0,0,1,0,0,0,1,0,2.0,1,12,13924,22298
404,Return_to_owner,0,0,0,1,0,0,1,1,108.0,5,18,639,1391
405,Adoption,0,0,1,0,0,0,1,1,24.0,5,18,639,22298
406,Adoption,0,0,0,1,0,0,1,1,6.0,11,11,13924,22298
407,Adoption,0,0,1,0,0,0,1,0,3.0,3,13,2772,3040
408,Adoption,0,0,1,0,0,0,1,1,1.0,7,16,13924,3040
409,Transfer,1,0,0,0,0,0,1,1,12.0,11,24,13924,22298
410,Adoption,0,0,0,1,0,0,1,1,24.0,5,14,13924,22298
411,Return_to_owner,0,0,0,1,0,0,1,1,36.0,3,16,13924,22298
412,Adoption,0,1,0,0,0,1,0,1,2.0,10,14,532,22298
413,Return_to_owner,0,0,0,1,0,0,1,1,24.0,3,6,13924,22298
414,Return_to_owner,0,0,1,0,0,0,1,1,24.0,10,12,13924,3040
415,Adoption,0,0,1,0,0,0,1,0,2.0,8,1,13924,22298
416,Euthanasia,0,0,0,1,0,1,0,1,144.0,7,8,530,22298
417,Transfer,0,0,1,0,0,1,0,0,24.0,1,13,2772,22298
418,Euthanasia,1,0,0,0,0,0,1,1,8.0,1,6,2292,22298
419,Euthanasia,1,0,0,0,0,1,0,1,120.0,1,9,13924,22298
420,Adoption,0,0,1,0,0,1,0,1,2.0,7,15,3212,22298
421,Adoption,0,0,1,0,0,0,1,1,3.0,6,9,13924,22298
422,Return_to_owner,0,0,1,0,0,0,1,1,12.0,12,4,13924,3040
423,Transfer,1,0,0,0,0,1,0,0,24.0,6,9,530,22298
424,Adoption,0,0,1,0,0,1,0,1,2.0,11,19,3212,22298
425,Adoption,0,0,0,1,0,1,0,1,3.0,9,18,532,22298
426,Adoption,0,0,0,1,0,0,1,0,84.0,3,17,932,22298
427,Adoption,0,0,0,1,0,0,1,1,24.0,3,15,639,22298
428,Return_to_owner,1,0,0,0,0,0,1,1,4.0,10,18,13924,22298
429,Adoption,0,0,0,1,0,1,0,1,2.0,12,17,3212,22298
430,Adoption,0,0,1,0,0,1,0,1,3.0,9,12,13924,22298
431,Transfer,0,0,0,1,0,1,0,1,24.0,12,12,13924,22298
432,Adoption,0,0,0,1,0,1,0,1,6.0,12,11,13924,22298
433,Transfer,1,0,0,0,0,1,0,0,0.0,4,15,2772,22298
434,Adoption,0,0,0,1,0,1,0,0,3.0,7,17,3212,22298
435,Adoption,0,0,0,1,0,1,0,1,5.0,11,17,532,22298
436,Transfer,0,0,1,0,0,1,0,1,2.0,10,13,13924,22298
437,Transfer,1,0,0,0,0,1,0,1,1.0,9,15,13924,22298
438,Euthanasia,0,0,0,1,0,0,1,1,12.0,11,18,13924,22298
439,Transfer,0,1,0,0,0,0,1,0,1.0,10,11,13924,22298
440,Return_to_owner,0,0,0,1,0,0,1,0,36.0,11,18,13924,22298
441,Adoption,0,0,1,0,0,0,1,1,36.0,6,11,2292,3040
442,Return_to_owner,0,1,0,0,0,0,1,1,72.0,8,9,2772,1391
443,Adoption,0,1,0,0,0,0,1,1,8.0,7,14,13924,22298
444,Adoption,0,0,1,0,0,1,0,0,4.0,9,11,13924,22298
445,Return_to_owner,0,0,1,0,0,0,1,1,36.0,3,12,2772,22298
446,Return_to_owner,0,1,0,0,0,0,1,0,1.0,12,11,2772,22298
447,Return_to_owner,0,0,0,1,0,1,0,1,2.0,1,8,2772,22298
448,Transfer,0,1,0,0,0,0,1,0,2.0,10,8,13924,22298
449,Euthanasia,0,1,0,0,0,0,1,1,12.0,9,18,2292,3040
450,Return_to_owner,0,0,1,0,0,0,1,1,60.0,11,16,2292,22298
451,Return_to_owner,0,0,0,1,0,0,1,1,84.0,12,12,2772,3040
452,Adoption,0,0,0,1,0,1,0,0,2.0,6,17,2772,22298
453,Return_to_owner,0,0,1,0,0,0,1,1,36.0,11,18,13924,22298
454,Adoption,1,0,0,0,0,1,0,0,1.0,10,5,2772,22298
455,Adoption,0,0,1,0,0,0,1,1,72.0,10,17,2772,22298
456,Transfer,1,0,0,0,0,0,1,1,2.0,4,16,13924,22298
457,Euthanasia,0,0,1,0,0,0,1,1,24.0,7,8,13924,22298
458,Transfer,0,0,0,0,1,1,0,0,0.5,10,17,13924,22298
459,Transfer,1,0,0,0,0,1,0,0,12.0,1,9,13924,22298
460,Return_to_owner,0,0,0,1,0,0,1,1,24.0,2,12,13924,22298
461,Adoption,0,0,1,0,0,1,0,1,2.0,7,19,2292,22298
462,Adoption,0,0,1,0,0,1,0,1,2.0,10,13,3212,22298
463,Euthanasia,0,0,1,0,0,1,0,0,96.0,12,11,532,22298
464,Transfer,0,0,0,0,1,0,1,0,0.25,12,13,932,22298
465,Return_to_owner,0,0,1,0,0,0,1,1,144.0,7,13,932,22298
466,Return_to_owner,0,0,0,1,0,0,1,1,12.0,3,13,13924,22298
467,Return_to_owner,0,0,0,1,0,0,1,1,132.0,6,16,2772,3040
468,Transfer,1,0,0,0,0,1,0,0,0.5,9,16,13924,22298
469,Return_to_owner,0,0,1,0,0,0,1,1,24.0,4,11,13924,22298
470,Transfer,0,0,1,0,0,0,1,1,24.0,1,16,13924,22298
471,Adoption,0,0,1,0,0,0,1,1,24.0,11,14,2292,22298
472,Return_to_owner,0,0,1,0,0,0,1,1,36.0,6,8,639,22298
473,Transfer,0,0,0,0,1,1,0,0,0.0,6,12,2292,22298
474,Euthanasia,0,1,0,0,0,1,0,0,0.75,5,3,13924,22298
475,Adoption,0,0,0,1,0,0,1,0,10.0,3,17,2772,22298
476,Return_to_owner,0,0,0,1,0,1,0,1,84.0,1,14,3212,22298
477,Return_to_owner,0,0,1,0,0,0,1,1,84.0,7,17,13924,22298
478,Return_to_owner,0,1,0,0,0,0,1,1,36.0,12,15,13924,1391
479,Return_to_owner,0,0,0,1,0,0,1,1,24.0,11,15,2292,3040
480,Return_to_owner,0,0,1,0,0,1,0,0,24.0,12,19,3212,22298
481,Return_to_owner,0,0,0,1,0,0,1,1,12.0,12,6,2772,22298
482,Adoption,0,0,0,1,0,1,0,1,5.0,12,16,517,22298
483,Transfer,0,0,0,0,1,1,0,0,8.0,10,9,2292,22298
484,Adoption,0,1,0,0,0,1,0,1,3.0,12,14,3212,22298
485,Adoption,0,0,1,0,0,0,1,1,12.0,3,14,628,22298
486,Adoption,0,0,0,1,0,1,0,1,4.0,11,3,13924,22298
487,Transfer,0,1,0,0,0,1,0,0,12.0,2,15,3212,22298
488,Transfer,0,0,1,0,0,0,1,1,12.0,11,16,13924,22298
489,Adoption,0,0,1,0,0,1,0,1,2.0,8,15,2292,22298
490,Adoption,0,0,0,1,0,0,1,1,8.0,12,19,2292,22298
491,Transfer,1,0,0,0,0,1,0,0,12.0,8,9,517,22298
492,Return_to_owner,0,0,1,0,0,0,1,1,60.0,11,18,2772,22298
493,Transfer,1,0,0,0,0,0,1,0,1.0,9,17,932,22298
494,Return_to_owner,0,0,0,1,0,0,1,1,36.0,6,16,2772,22298
495,Adoption,0,0,0,1,0,0,1,1,36.0,11,14,13924,22298
496,Adoption,0,0,0,1,0,0,1,1,2.0,1,17,2772,22298
497,Transfer,0,1,0,0,0,0,1,1,3.0,6,14,13924,22298
498,Return_to_owner,1,0,0,0,0,0,1,1,120.0,4,15,13924,22298
499,Return_to_owner,0,0,1,0,0,0,1,1,60.0,1,17,628,22298
500,Transfer,0,1,0,0,0,1,0,0,1.0,11,11,3212,22298
501,Transfer,0,0,1,0,0,0,1,1,84.0,3,15,13924,1391
502,Return_to_owner,0,0,0,1,0,0,1,1,12.0,1,14,2772,1391
503,Adoption,0,1,0,0,0,1,0,1,3.0,8,18,3212,22298
504,Return_to_owner,0,0,1,0,0,1,0,1,48.0,3,14,13924,22298
505,Return_to_owner,1,0,0,0,0,0,1,1,36.0,2,15,13924,22298
506,Adoption,0,0,1,0,0,0,1,1,1.0,3,17,13924,22298
507,Transfer,1,0,0,0,0,1,0,0,0.5,4,13,3212,22298
508,Transfer,0,0,0,0,1,1,0,0,0.5,9,14,3212,22298
509,Transfer,0,0,0,0,1,1,0,0,0.0,7,12,3212,22298
510,Return_to_owner,0,0,0,1,0,0,1,1,12.0,3,4,13924,22298
511,Transfer,1,0,0,0,0,1,0,0,1.0,10,11,517,22298
512,Return_to_owner,0,0,0,1,0,1,0,1,96.0,10,13,2772,22298
513,Transfer,1,0,0,0,0,1,0,1,1.0,4,16,13924,22298
514,Return_to_owner,0,0,1,0,0,0,1,1,120.0,2,11,13924,1391
515,Return_to_owner,0,0,1,0,0,1,0,1,4.0,11,18,2772,22298
516,Return_to_owner,0,0,1,0,0,0,1,1,36.0,6,17,2772,22298
517,Transfer,0,1,0,0,0,0,1,1,24.0,2,16,2292,3040
518,Return_to_owner,0,0,0,1,0,0,1,1,96.0,1,15,2772,22298
519,Adoption,0,0,0,1,0,0,1,1,36.0,3,18,13924,3040
520,Adoption,0,0,1,0,0,0,1,1,9.0,4,18,13924,3040
521,Adoption,0,0,1,0,0,1,0,1,3.0,10,3,13924,22298
522,Euthanasia,0,0,0,0,1,0,1,0,108.0,4,16,13924,3040
523,Adoption,0,0,1,0,0,0,1,1,12.0,11,16,2772,3040
524,Adoption,0,0,0,1,0,1,0,1,4.0,1,2,3212,22298
525,Euthanasia,0,1,0,0,0,1,0,0,48.0,5,10,3212,22298
526,Return_to_owner,0,0,0,1,0,0,1,1,24.0,5,6,13924,22298
527,Transfer,0,1,0,0,0,0,1,0,0.5,6,12,13924,22298
528,Adoption,0,0,1,0,0,1,0,1,2.0,11,10,3212,22298
529,Adoption,0,0,1,0,0,1,0,1,120.0,12,16,13924,22298
530,Transfer,1,0,0,0,0,1,0,1,2.0,10,18,2292,22298
531,Return_to_owner,0,0,1,0,0,0,1,1,36.0,7,14,13924,22298
532,Transfer,0,0,1,0,0,1,0,1,72.0,12,12,13924,22298
533,Transfer,0,0,0,1,0,0,1,1,84.0,4,12,13924,3040
534,Adoption,0,0,0,1,0,1,0,1,2.0,6,10,517,22298
535,Adoption,0,0,1,0,0,1,0,1,4.0,10,13,3212,22298
536,Transfer,0,0,1,0,0,0,1,1,60.0,11,13,639,22298
537,Return_to_owner,0,0,1,0,0,0,1,1,72.0,11,17,13924,22298
538,Euthanasia,0,0,1,0,0,1,0,0,96.0,10,18,13924,22298
539,Euthanasia,0,0,1,0,0,0,1,1,24.0,12,7,13924,3040
540,Adoption,0,0,1,0,0,1,0,0,2.0,10,13,532,22298
541,Adoption,0,0,0,1,0,0,1,0,4.0,5,16,2772,3040
542,Euthanasia,0,0,0,0,1,1,0,0,12.0,8,9,13924,22298
543,Adoption,0,0,1,0,0,0,1,0,2.0,1,16,2292,3040
544,Adoption,0,0,1,0,0,1,0,1,60.0,12,12,13924,22298
545,Transfer,0,0,0,1,0,1,0,0,2.0,5,12,13924,22298
546,Return_to_owner,0,0,1,0,0,1,0,1,36.0,6,18,13924,22298
547,Return_to_owner,0,0,1,0,0,0,1,1,36.0,6,11,2772,22298
548,Adoption,0,0,0,1,0,0,1,0,36.0,12,4,628,22298
549,Transfer,1,0,0,0,0,1,0,1,1.0,6,12,3212,22298
550,Adoption,0,0,0,1,0,0,1,1,2.0,10,4,2292,22298
551,Adoption,0,0,0,1,0,1,0,1,24.0,12,18,932,22298
552,Return_to_owner,0,0,1,0,0,1,0,1,48.0,12,15,13924,22298
553,Died,0,1,0,0,0,1,0,1,0.75,7,9,532,22298
554,Adoption,0,0,1,0,0,0,1,1,84.0,2,7,13924,1391
555,Transfer,1,0,0,0,0,1,0,1,2.0,7,14,530,22298
556,Adoption,0,0,0,1,0,0,1,1,48.0,1,17,13924,3040
557,Transfer,0,0,1,0,0,1,0,1,2.0,10,16,13924,22298
558,Transfer,0,0,0,0,1,1,0,0,24.0,11,18,530,22298
559,Transfer,1,0,0,0,0,0,1,0,1.0,8,13,2292,22298
560,Adoption,0,0,1,0,0,1,0,1,36.0,6,18,2292,22298
561,Adoption,0,0,0,1,0,1,0,1,3.0,6,5,3212,22298
562,Euthanasia,0,1,0,0,0,1,0,0,1.0,10,16,3212,22298
563,Transfer,1,0,0,0,0,0,1,0,1.0,9,9,2772,22298
564,Transfer,0,0,0,1,0,0,1,1,5.0,2,12,13924,22298
565,Adoption,0,0,0,1,0,1,0,1,2.0,7,1,530,22298
566,Died,0,1,0,0,0,1,0,0,1.0,7,16,3212,22298
567,Adoption,0,0,0,1,0,0,1,1,24.0,12,12,13924,22298
568,Adoption,0,0,0,1,0,0,1,1,144.0,11,17,2772,22298
569,Return_to_owner,0,0,1,0,0,0,1,1,24.0,12,9,13924,1391
570,Return_to_owner,0,1,0,0,0,0,1,1,9.0,12,16,13924,22298
571,Return_to_owner,0,0,0,1,0,0,1,1,108.0,6,13,13924,22298
572,Adoption,0,0,0,1,0,0,1,1,24.0,1,16,2772,22298
573,Adoption,0,0,0,1,0,1,0,1,2.0,7,12,13924,22298
574,Adoption,0,0,0,1,0,0,1,1,5.0,9,1,13924,22298
575,Adoption,0,0,0,1,0,0,1,1,4.0,8,10,13924,22298
576,Transfer,0,0,0,0,1,1,0,0,0.5,3,14,13924,22298
577,Adoption,0,0,1,0,0,0,1,1,2.0,1,2,13924,22298
578,Transfer,0,0,1,0,0,1,0,0,0.5,9,12,3212,22298
579,Adoption,0,0,1,0,0,0,1,1,2.0,10,17,13924,22298
580,Adoption,0,0,1,0,0,1,0,1,2.0,6,8,2292,22298
581,Transfer,0,1,0,0,0,1,0,0,0.75,5,16,13924,22298
582,Transfer,0,0,1,0,0,1,0,1,4.0,10,12,13924,22298
583,Adoption,0,0,1,0,0,0,1,1,24.0,12,13,13924,22298
584,Transfer,0,0,1,0,0,1,0,1,144.0,7,14,2292,22298
585,Return_to_owner,0,0,0,1,0,0,1,1,24.0,12,1,13924,22298
586,Return_to_owner,0,0,1,0,0,0,1,1,24.0,1,12,13924,22298
587,Return_to_owner,1,0,0,0,0,0,1,1,36.0,7,18,13924,22298
588,Adoption,0,0,0,1,0,0,1,0,2.0,7,14,13924,3040
589,Euthanasia,0,1,0,0,0,0,1,1,36.0,3,15,13924,22298
590,Return_to_owner,0,0,0,1,0,0,1,1,60.0,5,12,13924,22298
591,Adoption,0,0,1,0,0,0,1,1,8.0,5,13,13924,3040
592,Adoption,0,0,1,0,0,1,0,1,120.0,1,18,13924,22298
593,Transfer,1,0,0,0,0,0,1,0,1.0,7,2,13924,22298
594,Adoption,0,0,0,1,0,0,1,1,12.0,1,12,2772,22298
595,Adoption,0,0,1,0,0,0,1,1,72.0,7,18,2772,22298
596,Adoption,0,0,0,1,0,1,0,1,36.0,7,17,3212,22298
597,Adoption,0,0,1,0,0,1,0,1,2.0,11,2,13924,22298
598,Return_to_owner,0,0,0,1,0,0,1,1,6.0,2,18,13924,22298
599,Adoption,1,0,0,0,0,0,1,1,12.0,11,18,13924,22298
600,Transfer,1,0,0,0,0,0,1,0,0.5,1,14,13924,22298
601,Transfer,0,0,1,0,0,0,1,1,24.0,3,14,13924,3040
602,Transfer,0,0,0,0,1,1,0,0,0.75,5,14,13924,22298
603,Transfer,0,1,0,0,0,1,0,0,5.0,10,9,2292,22298
604,Transfer,1,0,0,0,0,1,0,0,12.0,11,15,530,22298
605,Transfer,0,0,0,1,0,0,1,1,12.0,9,13,2772,3040
606,Return_to_owner,0,0,0,1,0,1,0,1,12.0,1,13,13924,22298
607,Adoption,0,0,1,0,0,0,1,0,2.0,12,13,628,3040
608,Adoption,0,0,0,1,0,1,0,1,2.0,6,17,530,22298
609,Euthanasia,0,1,0,0,0,0,1,0,120.0,10,12,13924,1391
610,Adoption,0,0,0,1,0,0,1,1,24.0,7,14,13924,22298
611,Adoption,0,0,1,0,0,0,1,1,3.0,1,17,13924,22298
612,Transfer,0,0,0,0,1,1,0,0,0.5,8,14,932,22298
613,Transfer,0,0,0,0,1,1,0,0,0.5,9,14,3212,22298
614,Adoption,0,0,0,1,0,0,1,0,12.0,9,18,13924,22298
615,Return_to_owner,0,0,1,0,0,0,1,1,84.0,9,11,2292,22298
616,Adoption,0,0,1,0,0,1,0,1,2.0,10,16,3212,22298
617,Transfer,1,0,0,0,0,0,1,1,24.0,7,8,932,22298
618,Return_to_owner,0,0,1,0,0,0,1,1,144.0,2,12,2772,22298
619,Transfer,0,1,0,0,0,1,0,0,1.0,6,17,932,22298
620,Adoption,0,0,0,1,0,1,0,1,2.0,11,16,13924,22298
621,Euthanasia,0,0,1,0,0,0,1,0,12.0,7,10,13924,22298
622,Adoption,0,0,0,1,0,1,0,1,2.0,1,8,517,22298
623,Transfer,1,0,0,0,0,1,0,0,1.0,6,13,517,22298
624,Adoption,0,0,0,1,0,0,1,0,2.0,5,17,13924,22298
625,Euthanasia,0,1,0,0,0,0,1,0,1.0,6,16,2772,22298
626,Transfer,0,0,1,0,0,0,1,1,12.0,7,11,13924,22298
627,Transfer,0,0,1,0,0,1,0,1,12.0,2,24,13924,22298
628,Return_to_owner,0,0,1,0,0,0,1,1,12.0,11,3,13924,22298
629,Adoption,0,0,1,0,0,0,1,1,1.0,8,17,13924,3040
630,Transfer,1,0,0,0,0,0,1,0,1.0,5,12,639,22298
631,Adoption,0,0,1,0,0,1,0,0,2.0,6,14,532,22298
632,Transfer,0,1,0,0,0,1,0,0,12.0,5,9,2292,22298
633,Transfer,0,0,1,0,0,1,0,1,24.0,12,22,3212,22298
634,Adoption,0,0,1,0,0,1,0,1,2.0,9,11,3212,22298
635,Return_to_owner,0,0,1,0,0,0,1,1,24.0,1,17,932,22298
636,Adoption,0,0,1,0,0,0,1,1,4.0,3,18,13924,22298
637,Adoption,0,0,0,1,0,0,1,1,12.0,1,6,13924,3040
638,Adoption,0,0,0,1,0,0,1,1,24.0,10,13,13924,22298
639,Adoption,0,0,1,0,0,1,0,1,7.0,1,18,13924,22298
640,Return_to_owner,0,0,1,0,0,0,1,1,12.0,6,14,13924,3040
641,Adoption,0,0,1,0,0,0,1,0,36.0,10,2,13924,22298
642,Transfer,0,1,0,0,0,0,1,1,6.0,4,11,13924,3040
643,Return_to_owner,1,0,0,0,0,0,1,1,36.0,10,11,13924,22298
644,Transfer,0,0,0,1,0,0,1,1,12.0,5,24,2772,22298
645,Adoption,0,0,0,1,0,0,1,1,24.0,10,14,13924,22298
646,Transfer,0,1,0,0,0,0,1,1,10.0,9,12,2772,22298
647,Transfer,1,0,0,0,0,0,1,1,2.0,1,6,13924,3040
648,Adoption,0,0,0,1,0,0,1,1,60.0,2,18,13924,22298
649,Adoption,0,0,1,0,0,0,1,1,2.0,8,10,2772,22298
650,Euthanasia,0,0,0,1,0,1,0,1,120.0,3,17,517,22298
651,Transfer,0,0,1,0,0,0,1,1,24.0,11,12,13924,22298
652,Adoption,0,0,1,0,0,0,1,1,4.0,10,3,13924,22298
653,Adoption,0,0,0,1,0,1,0,1,12.0,5,15,932,22298
654,Return_to_owner,0,0,0,1,0,0,1,1,12.0,4,13,932,3040
655,Adoption,0,0,0,1,0,0,1,1,6.0,12,16,2292,22298
656,Transfer,0,0,0,1,0,1,0,1,36.0,4,16,13924,22298
657,Adoption,0,0,0,1,0,0,1,0,2.0,10,14,2292,22298
658,Transfer,0,0,0,0,1,1,0,0,12.0,8,9,13924,22298
659,Transfer,0,0,1,0,0,1,0,1,2.0,11,9,2292,22298
660,Adoption,0,0,1,0,0,1,0,1,4.0,8,8,13924,22298
661,Adoption,0,0,0,1,0,1,0,1,12.0,10,18,532,22298
662,Euthanasia,0,0,0,1,0,0,1,1,12.0,10,15,13924,22298
663,Return_to_owner,0,0,1,0,0,0,1,1,24.0,9,18,639,22298
664,Adoption,0,0,0,1,0,1,0,1,6.0,1,10,3212,22298
665,Transfer,0,1,0,0,0,1,0,1,1.0,10,14,3212,22298
666,Transfer,0,1,0,0,0,1,0,0,1.0,7,15,3212,22298
667,Adoption,0,0,1,0,0,1,0,1,4.0,2,18,13924,22298
668,Adoption,1,0,0,0,0,1,0,1,2.0,6,13,13924,22298
669,Adoption,0,0,0,1,0,0,1,1,8.0,8,4,13924,22298
670,Euthanasia,0,0,1,0,0,1,0,1,144.0,12,11,13924,22298
671,Euthanasia,0,0,0,1,0,0,1,1,144.0,3,17,13924,22298
672,Transfer,1,0,0,0,0,1,0,0,0.75,10,12,13924,22298
673,Return_to_owner,0,0,1,0,0,0,1,1,12.0,6,14,2292,3040
674,Euthanasia,1,0,0,0,0,1,0,1,1.0,6,9,3212,22298
675,Adoption,0,0,0,1,0,0,1,1,60.0,11,11,932,22298
676,Transfer,1,0,0,0,0,0,1,0,96.0,7,2,639,22298
677,Transfer,0,0,0,1,0,0,1,1,96.0,7,4,628,22298
678,Adoption,0,0,0,1,0,0,1,1,12.0,12,12,13924,22298
679,Transfer,0,0,1,0,0,0,1,1,24.0,4,13,13924,3040
680,Euthanasia,0,0,1,0,0,0,1,1,12.0,10,17,13924,22298
681,Adoption,0,0,0,1,0,1,0,1,2.0,8,16,13924,22298
682,Transfer,1,0,0,0,0,1,0,0,1.0,9,15,2292,22298
683,Transfer,1,0,0,0,0,1,0,1,24.0,5,13,13924,22298
684,Adoption,0,0,1,0,0,1,0,1,2.0,7,12,3212,22298
685,Adoption,0,0,1,0,0,1,0,1,48.0,4,18,2292,22298
686,Adoption,0,0,1,0,0,1,0,1,2.0,7,8,3212,22298
687,Adoption,0,0,1,0,0,1,0,1,2.0,11,16,13924,22298
688,Adoption,0,0,0,1,0,0,1,1,60.0,8,12,2772,22298
689,Adoption,0,0,0,1,0,1,0,1,5.0,1,17,13924,22298
690,Adoption,0,0,0,1,0,1,0,1,2.0,11,16,13924,22298
691,Adoption,0,0,0,1,0,1,0,1,2.0,5,19,13924,22298
692,Return_to_owner,0,0,0,1,0,0,1,1,36.0,10,1,13924,22298
693,Return_to_owner,0,0,1,0,0,0,1,1,36.0,10,16,13924,22298
694,Transfer,1,0,0,0,0,1,0,1,1.0,5,13,2292,22298
695,Return_to_owner,0,0,1,0,0,0,1,1,12.0,5,14,2772,22298
696,Transfer,0,0,1,0,0,0,1,1,24.0,11,24,13924,22298
697,Adoption,0,0,1,0,0,1,0,0,2.0,11,9,2772,22298
698,Return_to_owner,0,0,1,0,0,0,1,1,24.0,6,17,13924,22298
699,Return_to_owner,0,0,1,0,0,0,1,1,72.0,6,16,13924,22298
700,Transfer,0,1,0,0,0,0,1,1,5.0,10,12,13924,22298
701,Transfer,0,0,0,1,0,1,0,1,60.0,2,14,13924,22298
702,Adoption,0,0,1,0,0,1,0,1,2.0,9,17,13924,22298
703,Return_to_owner,0,0,1,0,0,0,1,1,3.0,4,12,13924,22298
704,Adoption,0,0,0,1,0,0,1,1,2.0,2,16,13924,22298
705,Euthanasia,0,0,1,0,0,1,0,1,180.0,10,18,532,22298
706,Return_to_owner,0,0,1,0,0,0,1,1,96.0,12,2,13924,3040
707,Transfer,1,0,0,0,0,1,0,0,12.0,5,8,517,22298
708,Adoption,0,0,0,1,0,1,0,1,3.0,11,17,13924,22298
709,Adoption,0,0,1,0,0,1,0,1,12.0,7,4,3212,22298
710,Transfer,0,0,1,0,0,0,1,1,24.0,2,16,13924,22298
711,Transfer,0,1,0,0,0,1,0,1,1.0,10,15,2772,22298
712,Return_to_owner,0,1,0,0,0,0,1,1,2.0,1,13,2772,22298
713,Transfer,1,0,0,0,0,1,0,0,0.75,6,15,517,22298
714,Transfer,0,0,0,1,0,1,0,1,3.0,8,7,13924,22298
715,Transfer,0,0,1,0,0,0,1,1,108.0,8,8,13924,22298
716,Return_to_owner,0,0,0,1,0,0,1,1,84.0,1,18,13924,22298
717,Return_to_owner,0,0,0,1,0,0,1,1,72.0,2,14,2292,22298
718,Transfer,0,0,1,0,0,1,0,1,120.0,4,14,2292,22298
719,Adoption,0,0,0,1,0,1,0,1,2.0,10,8,2772,22298
720,Adoption,0,0,0,1,0,1,0,1,96.0,8,13,3212,22298
721,Return_to_owner,0,0,0,1,0,0,1,1,9.0,2,12,13924,3040
722,Euthanasia,0,1,0,0,0,1,0,0,36.0,6,13,13924,22298
723,Adoption,0,0,1,0,0,0,1,1,8.0,2,4,2292,3040
724,Transfer,0,1,0,0,0,1,0,0,0.75,12,14,13924,22298
725,Transfer,0,0,1,0,0,0,1,1,9.0,10,17,13924,22298
726,Transfer,0,1,0,0,0,1,0,0,0.5,10,14,3212,22298
727,Adoption,0,0,1,0,0,0,1,1,10.0,12,15,2772,22298
728,Euthanasia,0,0,1,0,0,0,1,1,132.0,5,15,13924,22298
729,Adoption,0,0,1,0,0,0,1,1,12.0,1,18,13924,22298
730,Transfer,0,0,1,0,0,0,1,1,60.0,5,5,13924,22298
731,Adoption,0,0,1,0,0,0,1,1,24.0,10,4,639,3040
732,Transfer,1,0,0,0,0,0,1,1,60.0,10,13,2772,3040
733,Return_to_owner,0,0,1,0,0,1,0,1,12.0,4,13,13924,22298
734,Transfer,0,0,0,1,0,0,1,1,36.0,12,18,13924,22298
